Phi,Theta,E_deloc
0,0,0.1483241765114026
0,10,0.07123802197907708
0,20,0.0
0,30,0.08510277060341014
0,40,0.4924795427014374
0,50,1.1875017338905978
0,60,2.06429382948305
0,70,2.9269313930630387
0,80,3.626169440763428
0,90,4.006541237717962
0,100,3.991157980171855
0,110,3.6252827080130907
0,120,3.006056387241468
0,130,2.3090653239185253
0,140,1.6696356610994412
0,150,1.2074242034259246
0,160,0.9381304102809828
0,170,0.8036119335368658
0,180,0.7141439591474846
0,190,0.6265290186428734
0,200,0.6341738982044626
0,210,0.8334572026780152
0,220,1.3115746330738793
0,230,2.0043227317264036
0,240,2.7924059510141475
0,250,3.5268973914139665
0,260,4.070261074260964
0,270,4.293221548185976
0,280,4.16340625102579
0,290,3.7167685630701217
0,300,3.0111090899224293
0,310,2.1746668268248786
0,320,1.3341925049127972
0,330,0.6758160231641464
0,340,0.3025252890474503
0,350,0.1899730787249023
5,0,0.3211249699026139
5,10,0.25603038611400414
5,20,0.19283966504306774
5,30,0.2784972790008187
5,40,0.6757908600054625
5,50,1.3504107258361873
5,60,2.1985512626755868
5,70,3.037033494581066
5,80,3.720882449448473
5,90,4.09663352045847
5,100,4.088620983580787
5,110,3.738211486813086
5,120,3.1311088909517255
5,130,2.444901569323895
5,140,1.8169546310444948
5,150,1.3680359474554722
5,160,1.1067256377431596
5,170,0.9773827922206187
5,180,0.8855374376635823
5,190,0.7961236173845241
5,200,0.8104545426228638
5,210,1.0183670995180873
5,220,1.502644722902642
5,230,2.20223800371475
5,240,2.9990166776369453
5,250,3.743196292825134
5,260,4.293618447568797
5,270,4.520806072762229
5,280,4.384104492465665
5,290,3.9135474157217978
5,300,3.174819348168613
5,310,2.3065385336973554
5,320,1.445582442744213
5,330,0.7834761106296105
5,340,0.4253442995384048
5,350,0.33475007254915135
10,0,0.5276071198928062
10,10,0.4812605603444636
10,20,0.4187906585725732
10,30,0.4974147751706678
10,40,0.8743842183533416
10,50,1.519880575738188
10,60,2.333408657184605
10,70,3.144210212324327
10,80,3.8093751487632947
10,90,4.182107211732695
10,100,4.184589951230851
10,110,3.8516272750772815
10,120,3.257945967724964
10,130,2.5884585610102544
10,140,1.9796463796171448
10,150,1.5540250345034865
10,160,1.3109584822534825
10,170,1.1924816451559215
10,180,1.0994994951602977
10,190,1.004868439596617
10,200,1.0154660627779668
10,210,1.2194386162259017
10,220,1.6980944493571024
10,230,2.395162131888638
10,240,3.19466695601561
10,250,3.945992329563885
10,260,4.5047676958996785
10,270,4.737922806365181
10,280,4.595994766299496
10,290,4.104725814056565
10,300,3.3365097804612835
10,310,2.442485157881421
10,320,1.5721243391524191
10,330,0.9189246817073741
10,340,0.5857576258366439
10,350,0.5227512041218665
15,0,0.7803242584266895
15,10,0.7369904321806635
15,20,0.6673775959520035
15,30,0.7285306071093778
15,40,1.0742760805547946
15,50,1.6806021335374817
15,60,2.45247968223447
15,70,3.2298341292053894
15,80,3.8722019775323213
15,90,4.244575230426777
15,100,4.25980675653159
15,110,3.94487322974903
15,120,3.366776484926932
15,130,2.7188649086109256
15,140,2.137881433474815
15,150,1.7470173726694325
15,160,1.535560268368697
15,170,1.4357764855623996
15,180,1.3438007340737221
15,190,1.2393939042204647
15,200,1.23274726592045
15,210,1.416578914519521
15,220,1.875422719387505
15,230,2.5600605782738297
15,240,3.3572447488463397
15,250,4.1145148911679685
15,260,4.683953267344569
15,270,4.924638360518874
15,280,4.778343359432313
15,290,4.269520972525379
15,300,3.4746960473307458
15,310,2.5605074273013857
15,320,1.691625019550928
15,330,1.0616439480358322
15,340,0.7664608906499866
15,350,0.7405365484847639
20,0,1.093333215198927
20,10,1.0613344603886177
20,20,0.9775791399645932
20,30,1.0096196241101352
20,40,1.3127918749432987
20,50,1.868724186727608
20,60,2.59063557787538
20,70,3.3283180898038967
20,80,3.9446569274869567
20,90,4.318670740367781
20,100,4.347147349806719
20,110,4.0490459361589375
20,120,3.489037640109271
20,130,2.8662283062369833
20,140,2.322559591323449
20,150,1.9785539490807897
20,160,1.8129707021463792
20,170,1.741216930295836
20,180,1.6531205025761133
20,190,1.5332089918998764
20,200,1.4945733257895868
20,210,1.6405541955972982
20,220,2.0641498788998516
20,230,2.725669239482013
20,240,3.51619654338037
20,250,4.280329626549444
20,260,4.862739680226915
20,270,5.112833768706798
20,280,4.962888987297842
20,290,4.437837272475927
20,300,3.618088317221054
20,310,2.6887619209102573
20,320,1.8311301220354121
20,330,1.2394796220706543
20,340,0.9977353565559943
20,350,1.021876882893141
25,0,1.4708032845614885
25,10,1.4517895112153074
25,20,1.3476115336713996
25,30,1.3388500020963543
25,40,1.5866489135036033
25,50,2.0788226710785946
25,60,2.7409982173602527
25,70,3.4339619913432022
25,80,4.024156733193286
25,90,4.398817382016922
25,100,4.43990240444254
25,110,4.1565908131631115
25,120,3.6161671358376397
25,130,3.0207258535720753
25,140,2.5241853866620123
25,150,2.24006788602107
25,160,2.134764031408491
25,170,2.102253982592751
25,180,2.0219227901870047
25,190,1.8795756995340889
25,200,1.7938534522621463
25,210,1.8837849671278182
25,220,2.2566282244292366
25,230,2.8850362568103183
25,240,3.6657237803219123
25,250,4.438948904470473
25,260,5.036560551619533
25,270,5.298499060825415
25,280,5.144528558404339
25,290,4.60132834177795
25,300,3.756552194104003
25,310,2.8151803234835406
25,320,1.9772951662124543
25,330,1.4393711709489625
25,340,1.269038810059084
25,350,1.3595342674914095
30,0,1.9265441204882332
30,10,1.9114204009446063
30,20,1.7816138263241001
30,30,1.7204839077673597
30,40,1.8971455748170951
30,50,2.309801768568611
30,60,2.900551981560758
30,70,3.544401253105867
30,80,4.110032280805113
30,90,4.481540261872505
30,100,4.5334434767005485
30,110,4.262931625847507
30,120,3.740947049267963
30,130,3.1737682080868015
30,140,2.7336562365283785
30,150,2.5237391020726903
30,160,2.4943774540541903
30,170,2.514291703280015
30,180,2.445877408836688
30,190,2.272450675702347
30,200,2.1233867911861366
30,210,2.138077781218789
30,220,2.4444207723899196
30,230,3.031139177111908
30,240,3.8011929337054964
30,250,4.587467734269717
30,260,5.204403647157886
30,270,5.481499259375582
30,280,5.321467333522742
30,290,4.756043697494931
30,300,3.8828389450262764
30,310,2.93035301135722
30,320,2.119822791207346
30,330,1.65070697753037
30,340,1.572463946913098
30,350,1.750018183426836
0,0,-477655.1398149626
0,10,-477655.21690111724
0,20,-477655.28813913924
0,30,-477655.20303636877
0,40,-477654.7956595967
0,50,-477654.10063740535
0,60,-477653.22384530975
0,70,-477652.36120774614
0,80,-477651.6619696983
0,90,-477651.28159790166
0,100,-477651.2969811591
0,110,-477651.6628564312
0,120,-477652.28208275186
0,130,-477652.9790738153
0,140,-477653.6185034781
0,150,-477654.0807149358
0,160,-477654.350008729
0,170,-477654.4845272057
0,180,-477654.5739951801
0,190,-477654.66161012044
0,200,-477654.65396524087
0,210,-477654.4546819364
0,220,-477653.9765645061
0,230,-477653.28381640767
0,240,-477652.49573318823
0,250,-477651.7612417478
0,260,-477651.21787806484
0,270,-477650.99491759104
0,280,-477651.12473288807
0,290,-477651.57137057616
0,300,-477652.2770300493
0,310,-477653.1134723126
0,320,-477653.9539466344
0,330,-477654.61232311605
0,340,-477654.9856138502
0,350,-477655.0981660605
5,0,-477654.92922589125
5,10,-477654.99432047474
5,20,-477655.05751119595
5,30,-477654.97185358196
5,40,-477654.57456000097
5,50,-477653.89994013513
5,60,-477653.05179959844
5,70,-477652.21331736626
5,80,-477651.5294684117
5,90,-477651.1537173404
5,100,-477651.1617298775
5,110,-477651.51213937433
5,120,-477652.1192419699
5,130,-477652.80544929154
5,140,-477653.4333962299
5,150,-477653.8823149134
5,160,-477654.1436252231
5,170,-477654.2729680686
5,180,-477654.3648134233
5,190,-477654.4542272436
5,200,-477654.4398963185
5,210,-477654.2319837616
5,220,-477653.74770613806
5,230,-477653.0481128574
5,240,-477652.2513341833
5,250,-477651.5071545683
5,260,-477650.95673241344
5,270,-477650.7295447881
5,280,-477650.8662463687
5,290,-477651.33680344524
5,300,-477652.0755315128
5,310,-477652.9438123274
5,320,-477653.8047684181
5,330,-477654.4668747502
5,340,-477654.82500656147
5,350,-477654.91560078843
10,0,-477654.26687068923
10,10,-477654.31321724877
10,20,-477654.3756871502
10,30,-477654.2970630337
10,40,-477653.9200935906
10,50,-477653.2745972334
10,60,-477652.46106915176
10,70,-477651.65026759665
10,80,-477650.9851026601
10,90,-477650.6123705971
10,100,-477650.60988785775
10,110,-477650.9428505339
10,120,-477651.53653184127
10,130,-477652.2060192481
10,140,-477652.81483142934
10,150,-477653.24045277433
10,160,-477653.48351932684
10,170,-477653.60199616366
10,180,-477653.6949783139
10,190,-477653.78960936924
10,200,-477653.77901174634
10,210,-477653.57503919286
10,220,-477653.09638335975
10,230,-477652.39931567723
10,240,-477651.59981085296
10,250,-477650.8484854794
10,260,-477650.2897101131
10,270,-477650.0565550026
10,280,-477650.1984830428
10,290,-477650.6897519949
10,300,-477651.4579680285
10,310,-477652.35199265095
10,320,-477653.2223534698
10,330,-477653.87555312726
10,340,-477654.2087201833
10,350,-477654.2717266047
15,0,-477653.1467152292
15,10,-477653.19004905544
15,20,-477653.2596618918
15,30,-477653.1985088806
15,40,-477652.8527634072
15,50,-477652.2464373541
15,60,-477651.47455980553
15,70,-477650.69720535853
15,80,-477650.0548375104
15,90,-477649.6824642572
15,100,-477649.66723273124
15,110,-477649.98216625786
15,120,-477650.5602630028
15,130,-477651.2081745793
15,140,-477651.7891580543
15,150,-477652.18002211506
15,160,-477652.39147921937
15,170,-477652.4912630022
15,180,-477652.58323875355
15,190,-477652.68764558353
15,200,-477652.6942922217
15,210,-477652.51046057325
15,220,-477652.05161676824
15,230,-477651.3669789095
15,240,-477650.5697947391
15,250,-477649.81252459646
15,260,-477649.2430862204
15,270,-477649.00240112725
15,280,-477649.14869612834
15,290,-477649.65751851525
15,300,-477650.45234344027
15,310,-477651.3665320603
15,320,-477652.2354144682
15,330,-477652.86539553973
15,340,-477653.1605785973
15,350,-477653.18650293915
20,0,-477651.55355408974
20,10,-477651.5855528447
20,20,-477651.6693081651
20,30,-477651.63726768096
20,40,-477651.33409543
20,50,-477650.77816311835
20,60,-477650.05625172734
20,70,-477649.31856921525
20,80,-477648.7022303775
20,90,-477648.3282165647
20,100,-477648.2997399554
20,110,-477648.59784136876
20,120,-477649.1578496648
20,130,-477649.7806589988
20,140,-477650.32432771364
20,150,-477650.668333356
20,160,-477650.83391660295
20,170,-477650.9056703748
20,180,-477650.99376680236
20,190,-477651.11367831315
20,200,-477651.15231397917
20,210,-477651.00633310934
20,220,-477650.58273742616
20,230,-477649.9212180657
20,240,-477649.13069076167
20,250,-477648.3665576785
20,260,-477647.7841476247
20,270,-477647.53405353625
20,280,-477647.68399831775
20,290,-477648.2090500326
20,300,-477649.02879898786
20,310,-477649.958125384
20,320,-477650.8157571829
20,330,-477651.40740768315
20,340,-477651.6491519485
20,350,-477651.6250104222
25,0,-477649.47861582506
25,10,-477649.4976295987
25,20,-477649.60180757614
25,30,-477649.6105691077
25,40,-477649.3627701963
25,50,-477648.8705964387
25,60,-477648.2084208923
25,70,-477647.51545711857
25,80,-477646.9252623767
25,90,-477646.5506017278
25,100,-477646.50951670535
25,110,-477646.7928282965
25,120,-477647.33325197396
25,130,-477647.9286932562
25,140,-477648.42523372296
25,150,-477648.7093512239
25,160,-477648.8146550782
25,170,-477648.84716512705
25,180,-477648.92749631946
25,190,-477649.0698434102
25,200,-477649.15556565765
25,210,-477649.0656341425
25,220,-477648.6927908852
25,230,-477648.064382853
25,240,-477647.28369532945
25,250,-477646.51047020545
25,260,-477645.912858558
25,270,-477645.65092004894
25,280,-477645.80489055155
25,290,-477646.34809076815
25,300,-477647.19286691555
25,310,-477648.1342387863
25,320,-477648.97212394373
25,330,-477649.51004793885
25,340,-477649.6803802996
25,350,-477649.5898848423
30,0,-477646.8968811486
30,10,-477646.9120048685
30,20,-477647.04181144293
30,30,-477647.1029413615
30,40,-477646.9262796943
30,50,-477646.5136235007
30,60,-477645.9228732876
30,70,-477645.27902401634
30,80,-477644.7133929883
30,90,-477644.3418850074
30,100,-477644.28998179256
30,110,-477644.56049364357
30,120,-477645.08247822
30,130,-477645.6496570613
30,140,-477646.0897690327
30,150,-477646.29968616704
30,160,-477646.32904781523
30,170,-477646.30913356616
30,180,-477646.3775478603
30,190,-477646.55097459356
30,200,-477646.70003847807
30,210,-477646.6853474882
30,220,-477646.3790044969
30,230,-477645.792286092
30,240,-477645.0222323357
30,250,-477644.23595753487
30,260,-477643.6190216223
30,270,-477643.3419260099
30,280,-477643.50195793575
30,290,-477644.0673815718
30,300,-477644.94058632426
30,310,-477645.8930722579
30,320,-477646.7036024781
30,330,-477647.17271829175
30,340,-477647.2509613222
30,350,-477647.07340708585
